travelCode,user_id,departure,arrival,flightType,flight_price,flight_duration,distance,agency,flight_date,hotel_name,hotel_place,days,hotel_base,total_hotel,check_in,company,user_name,gender,age,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,totalDistance,fuelPolicy,bookingStatus,total_rent_price,total_price
120462,1195,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,08/20/2020,Hotel BP,Brasilia (DF),2,247.62,495.24,08/20/2020,Umbrella LTDA,Sandra Newsome,female,35,Archermouth,Michelleland,Luxury,Hertz,1.0,474.0,Full-to-Full,Confirmed,10469.0,12051.42
120475,1195,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,11/19/2020,Hotel K,Salvador (BH),2,263.41,526.82,11/19/2020,Umbrella LTDA,Sandra Newsome,female,35,Delgadobury,Washingtontown,Sedan,Avis,4.0,127.0,Partial,Pending,1889.0,4108.46
120542,1196,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,01/23/2020,Hotel BW,Campo Grande (MS),3,60.39,181.17,01/23/2020,Umbrella LTDA,Kevin Averill,none,27,East Pamelaport,South Christopher,Hatchback,Sixt,1.0,337.0,Partial,Cancelled,2986.0,4116.75
120549,1196,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,03-12-2020,Hotel K,Salvador (BH),2,263.41,526.82,03-12-2020,Umbrella LTDA,Kevin Averill,none,27,Pierceview,Taylorfurt,SUV,Sixt,1.0,488.0,Partial,Cancelled,6392.0,8549.57
120573,1196,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,08/27/2020,Hotel K,Salvador (BH),1,263.41,263.41,08/27/2020,Umbrella LTDA,Kevin Averill,none,27,Ronaldland,Reginaldborough,SUV,Avis,5.0,480.0,Prepaid,Confirmed,6625.0,8529.21
120673,1196,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,07/28/2022,Hotel AU,Recife (PE),4,312.83,1251.32,07/28/2022,Umbrella LTDA,Kevin Averill,none,27,West Emily,East Amandachester,Luxury,Budget,3.0,230.0,Partial,Confirmed,5882.0,8308.94
120679,1196,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,09-08-2022,Hotel K,Salvador (BH),1,263.41,263.41,09-08-2022,Umbrella LTDA,Kevin Averill,none,27,North James,East Karenport,SUV,Sixt,5.0,176.0,Prepaid,Confirmed,2977.0,4551.79
120697,1196,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,1.49,573.81,FlyingDrops,01-12-2023,Hotel BW,Campo Grande (MS),4,60.39,241.56,01-12-2023,Umbrella LTDA,Kevin Averill,none,27,South Angelaport,Sanchezville,Hatchback,Budget,1.0,321.0,Partial,Pending,2850.0,4021.9
120706,1197,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,10-10-2019,Hotel BP,Brasilia (DF),1,247.62,247.62,10-10-2019,Umbrella LTDA,Maria Hawthorne,none,58,Lake Emily,New Lucasview,Sedan,Avis,1.0,163.0,Full-to-Full,Pending,2029.0,3403.98
120707,1197,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,10/17/2019,Hotel BP,Brasilia (DF),4,247.62,990.48,10/17/2019,Umbrella LTDA,Maria Hawthorne,none,58,Smithmouth,North Jessicaside,SUV,Budget,1.0,407.0,Prepaid,Cancelled,5405.0,7210.03
120746,1197,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,07/16/2020,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/16/2020,Umbrella LTDA,Maria Hawthorne,none,58,Craigburgh,Port Jamieview,Sedan,Hertz,2.0,453.0,Prepaid,Cancelled,4995.0,6106.27
120755,1197,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,09/17/2020,Hotel BD,Natal (RN),3,242.88,728.64,09/17/2020,Umbrella LTDA,Maria Hawthorne,none,58,East James,Robertbury,Sedan,Avis,3.0,134.0,Prepaid,Pending,1879.0,3388.32
120761,1197,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,10/29/2020,Hotel Z,Aracaju (SE),3,208.04,624.12,10/29/2020,Umbrella LTDA,Maria Hawthorne,none,58,Port Jeremymouth,East Lonniefort,Hatchback,Sixt,4.0,321.0,Prepaid,Pending,3013.0,5211.4
120783,1197,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,04-01-2021,Hotel AU,Recife (PE),3,312.83,938.49,04-01-2021,Umbrella LTDA,Maria Hawthorne,none,58,South Deborah,West Samanthaside,Luxury,Enterprise,5.0,169.0,Full-to-Full,Confirmed,4945.0,6802.15
120824,1197,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,01/13/2022,Hotel BD,Natal (RN),4,242.88,971.52,01/13/2022,Umbrella LTDA,Maria Hawthorne,none,58,Grayburgh,Meyerberg,Hatchback,Enterprise,3.0,223.0,Prepaid,Cancelled,2157.0,4243.07
120838,1197,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,04/21/2022,Hotel BP,Brasilia (DF),1,247.62,247.62,04/21/2022,Umbrella LTDA,Maria Hawthorne,none,58,Romerohaven,Donnaville,Sedan,Avis,4.0,244.0,Prepaid,Confirmed,3033.0,3835.63
120899,1198,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,01-09-2020,Hotel K,Salvador (BH),3,263.41,790.23,01-09-2020,Umbrella LTDA,Donnie Ames,none,57,New Kimberlytown,Brandonhaven,Luxury,Budget,2.0,314.0,Full-to-Full,Confirmed,7391.0,9492.61
121003,1201,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,01/23/2020,Hotel Z,Aracaju (SE),4,208.04,832.16,01/23/2020,Umbrella LTDA,Samuel Bejarano,male,36,Fernandeztown,East Dillon,Hatchback,Hertz,5.0,330.0,Partial,Confirmed,3124.0,5530.44
121068,1201,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,04/22/2021,Hotel K,Salvador (BH),1,263.41,263.41,04/22/2021,Umbrella LTDA,Samuel Bejarano,male,36,Randyport,Sharpview,Sedan,Enterprise,1.0,354.0,Full-to-Full,Confirmed,3956.0,5860.21
121075,1201,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,06-10-2021,Hotel Z,Aracaju (SE),4,208.04,832.16,06-10-2021,Umbrella LTDA,Samuel Bejarano,male,36,New Regina,Joshuaton,SUV,Enterprise,1.0,438.0,Partial,Pending,5758.0,7409.57
121079,1201,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,07-08-2021,Hotel K,Salvador (BH),4,263.41,1053.64,07-08-2021,Umbrella LTDA,Samuel Bejarano,male,36,East Joseph,Port Emilymouth,Luxury,Sixt,4.0,76.0,Prepaid,Pending,2963.0,5328.02
121150,1202,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,1.21,466.3,FlyingDrops,12/19/2019,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/19/2019,Umbrella LTDA,Lauren Saenz,none,37,Wileyside,Howardburgh,SUV,Hertz,5.0,280.0,Full-to-Full,Pending,4227.0,5017.88
121155,1202,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,01/23/2020,Hotel Z,Aracaju (SE),2,208.04,416.08,01/23/2020,Umbrella LTDA,Lauren Saenz,none,37,Jacobhaven,Marshallhaven,Luxury,Avis,4.0,310.0,Full-to-Full,Cancelled,7625.0,9289.78
121216,1202,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,03/25/2021,Hotel BW,Campo Grande (MS),4,60.39,241.56,03/25/2021,Umbrella LTDA,Lauren Saenz,none,37,Medinaberg,Sotoside,Sedan,Enterprise,5.0,226.0,Prepaid,Cancelled,2933.0,3719.42
121218,1203,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,10-03-2019,Hotel BW,Campo Grande (MS),2,60.39,120.78,10-03-2019,Umbrella LTDA,Troy Stenberg,none,53,South Kerry,West Jennifer,Luxury,Budget,1.0,216.0,Prepaid,Pending,5280.0,6350.36
121281,1203,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,12/17/2020,Hotel K,Salvador (BH),3,263.41,790.23,12/17/2020,Umbrella LTDA,Troy Stenberg,none,53,Kellyport,New Terrifort,Luxury,Hertz,2.0,269.0,Full-to-Full,Cancelled,6526.0,8946.98
121330,1203,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,11/25/2021,Hotel BW,Campo Grande (MS),4,60.39,241.56,11/25/2021,Umbrella LTDA,Troy Stenberg,none,53,Lake Donna,Thomasport,SUV,Hertz,5.0,197.0,Prepaid,Confirmed,3235.0,4191.42
121330,1203,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,11/25/2021,Hotel BW,Campo Grande (MS),4,60.39,241.56,11/25/2021,Umbrella LTDA,Troy Stenberg,none,53,Brianburgh,Michaelbury,Hatchback,Hertz,5.0,137.0,Prepaid,Confirmed,1575.0,2531.42
121336,1203,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,01-06-2022,Hotel K,Salvador (BH),3,263.41,790.23,01-06-2022,Umbrella LTDA,Troy Stenberg,none,53,Randolphview,South Karenton,Hatchback,Avis,5.0,55.0,Prepaid,Confirmed,915.0,3397.87
121354,1203,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,05-12-2022,Hotel BP,Brasilia (DF),4,247.62,990.48,05-12-2022,Umbrella LTDA,Troy Stenberg,none,53,Alishaland,East Andrewside,SUV,Avis,4.0,184.0,Full-to-Full,Cancelled,2989.0,4794.03
121394,1204,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,10/24/2019,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/24/2019,Umbrella LTDA,Andrew Gonzales,male,35,Josephshire,Bethville,Luxury,Hertz,5.0,64.0,Partial,Cancelled,2859.0,3842.31
121394,1204,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,10/24/2019,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/24/2019,Umbrella LTDA,Andrew Gonzales,male,35,Margaretside,South Donna,Luxury,Budget,4.0,364.0,Partial,Cancelled,8706.0,9689.31
121440,1204,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,09-10-2020,Hotel Z,Aracaju (SE),2,208.04,416.08,09-10-2020,Umbrella LTDA,Andrew Gonzales,male,35,Warnerfurt,Lake Charles,Luxury,Sixt,4.0,195.0,Full-to-Full,Cancelled,5326.0,6621.18
121449,1204,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,11-12-2020,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11-12-2020,Umbrella LTDA,Andrew Gonzales,male,35,Ambertown,Walterhaven,Hatchback,Budget,5.0,311.0,Partial,Pending,2967.0,3533.1
121449,1204,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,11-12-2020,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11-12-2020,Umbrella LTDA,Andrew Gonzales,male,35,Port Anthonyville,Isaacview,Hatchback,Budget,2.0,170.0,Partial,Cancelled,1683.0,2249.1
121502,1204,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,11/18/2021,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/18/2021,Umbrella LTDA,Andrew Gonzales,male,35,Lake Stephanieport,Timothychester,Sedan,Sixt,4.0,461.0,Full-to-Full,Pending,5201.0,5850.06
121538,1205,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,02/13/2020,Hotel BD,Natal (RN),3,242.88,728.64,02/13/2020,Umbrella LTDA,Julee Ruper,female,36,Odonnellhaven,Port Lisa,Hatchback,Enterprise,2.0,319.0,Partial,Cancelled,2888.0,4931.91
121562,1205,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,07/30/2020,Hotel BD,Natal (RN),1,242.88,242.88,07/30/2020,Umbrella LTDA,Julee Ruper,female,36,East Ian,Mccannmouth,Sedan,Budget,2.0,348.0,Partial,Confirmed,3934.0,5525.67
121579,1205,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,11/26/2020,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/26/2020,Umbrella LTDA,Julee Ruper,female,36,West Cathy,Port Arielstad,SUV,Enterprise,4.0,146.0,Prepaid,Confirmed,2536.0,3185.06
121586,1205,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,01/14/2021,Hotel K,Salvador (BH),3,263.41,790.23,01/14/2021,Umbrella LTDA,Julee Ruper,female,36,East Charleston,Loritown,SUV,Avis,3.0,245.0,Prepaid,Cancelled,3660.0,5818.11
121606,1205,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,06-03-2021,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,06-03-2021,Umbrella LTDA,Julee Ruper,female,36,Taylorberg,West Patrick,Sedan,Hertz,2.0,61.0,Full-to-Full,Confirmed,1063.0,1778.54
121642,1205,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,02-10-2022,Hotel K,Salvador (BH),2,263.41,526.82,02-10-2022,Umbrella LTDA,Julee Ruper,female,36,Steinside,Smithside,SUV,Budget,1.0,174.0,Partial,Confirmed,2620.0,4045.49
121846,1208,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,03/19/2020,Hotel K,Salvador (BH),3,263.41,790.23,03/19/2020,Umbrella LTDA,Kyle Jewell,male,42,South Leonardhaven,Sanchezton,Luxury,Avis,4.0,64.0,Prepaid,Pending,2713.0,4418.25
121868,1208,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,08/20/2020,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/20/2020,Umbrella LTDA,Kyle Jewell,male,42,Oliverberg,Smithton,Hatchback,Enterprise,4.0,378.0,Full-to-Full,Cancelled,3457.0,4602.38
121876,1208,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,10/15/2020,Hotel BP,Brasilia (DF),2,247.62,495.24,10/15/2020,Umbrella LTDA,Kyle Jewell,male,42,South Andrewborough,Rojasport,Luxury,Sixt,4.0,359.0,Full-to-Full,Pending,8630.0,10222.41
121882,1208,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,11/26/2020,Hotel K,Salvador (BH),2,263.41,526.82,11/26/2020,Umbrella LTDA,Kyle Jewell,male,42,North Jordan,North Jeffrey,Hatchback,Budget,5.0,391.0,Full-to-Full,Cancelled,3601.0,5758.57
121895,1208,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,02/25/2021,Hotel K,Salvador (BH),3,263.41,790.23,02/25/2021,Umbrella LTDA,Kyle Jewell,male,42,South Matthew,West Ginaton,Luxury,Enterprise,3.0,278.0,Partial,Confirmed,6851.0,8556.25
121896,1208,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,03-04-2021,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03-04-2021,Umbrella LTDA,Kyle Jewell,male,42,East Matthew,West Melissaborough,Sedan,Sixt,5.0,496.0,Prepaid,Pending,5659.0,6306.41
121947,1210,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,04-02-2020,Hotel BP,Brasilia (DF),3,247.62,742.86,04-02-2020,Umbrella LTDA,Annette Uppencamp,none,49,New Rebeccatown,Thomasburgh,Hatchback,Budget,4.0,76.0,Partial,Cancelled,1058.0,2615.41
121952,1210,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,05-07-2020,Hotel AF,Sao Paulo (SP),3,139.1,417.3,05-07-2020,Umbrella LTDA,Annette Uppencamp,none,49,East Hannah,Port Johnnyshire,Hatchback,Avis,5.0,67.0,Partial,Pending,1027.0,2137.81
121959,1210,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,06/25/2020,Hotel AF,Sao Paulo (SP),2,139.1,278.2,06/25/2020,Umbrella LTDA,Annette Uppencamp,none,49,New Kimberlyberg,North Perryville,Hatchback,Avis,4.0,465.0,Partial,Cancelled,4132.0,5173.09
121959,1210,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,06/25/2020,Hotel AF,Sao Paulo (SP),2,139.1,278.2,06/25/2020,Umbrella LTDA,Annette Uppencamp,none,49,Katherineton,Frederickland,Sedan,Sixt,4.0,150.0,Full-to-Full,Confirmed,2112.0,3153.09
121977,1210,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,10/29/2020,Hotel BP,Brasilia (DF),3,247.62,742.86,10/29/2020,Umbrella LTDA,Annette Uppencamp,none,49,Port Roy,New Carlos,Hatchback,Budget,5.0,360.0,Full-to-Full,Pending,3343.0,4900.41
122006,1210,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,05/20/2021,Hotel BP,Brasilia (DF),1,247.62,247.62,05/20/2021,Umbrella LTDA,Annette Uppencamp,none,49,East Justin,Alexismouth,Hatchback,Enterprise,1.0,382.0,Full-to-Full,Cancelled,3335.0,4219.13
122124,1211,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,07-09-2020,Hotel K,Salvador (BH),4,263.41,1053.64,07-09-2020,Umbrella LTDA,Keely Richardson,female,31,Grahambury,Rhodesfurt,Luxury,Enterprise,4.0,394.0,Prepaid,Cancelled,9306.0,11990.39
122133,1212,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,1.21,466.3,FlyingDrops,11-07-2019,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11-07-2019,Umbrella LTDA,Frances Workman,female,39,South Marcview,Andrewton,Luxury,Enterprise,4.0,155.0,Full-to-Full,Cancelled,4519.0,5475.87
122133,1212,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,1.21,466.3,FlyingDrops,11-07-2019,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11-07-2019,Umbrella LTDA,Frances Workman,female,39,Oscarside,West Rhonda,SUV,Budget,5.0,113.0,Full-to-Full,Cancelled,2233.0,3189.87
122162,1212,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,05/28/2020,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,05/28/2020,Umbrella LTDA,Frances Workman,female,39,South Nathanchester,East David,Sedan,Avis,4.0,118.0,Prepaid,Pending,1776.0,2823.52
122186,1212,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,11-12-2020,Hotel K,Salvador (BH),3,263.41,790.23,11-12-2020,Umbrella LTDA,Frances Workman,female,39,South Bonniebury,West Valerie,SUV,Avis,1.0,280.0,Prepaid,Confirmed,3869.0,6300.03
122208,1212,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,04/15/2021,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/15/2021,Umbrella LTDA,Frances Workman,female,39,South Jasmineville,Port Rebeccaport,Hatchback,Enterprise,5.0,134.0,Partial,Cancelled,1535.0,2726.14
122235,1212,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,10/21/2021,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/21/2021,Umbrella LTDA,Frances Workman,female,39,East Renee,Port Samantha,SUV,Avis,5.0,362.0,Full-to-Full,Confirmed,5209.0,6053.21
122284,1213,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,10-10-2019,Hotel BP,Brasilia (DF),4,247.62,990.48,10-10-2019,Umbrella LTDA,Cecil Bronson,none,51,North Kylefort,Hopkinsside,SUV,Avis,4.0,220.0,Prepaid,Confirmed,3432.0,5549.84
122293,1213,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,12-12-2019,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12-12-2019,Umbrella LTDA,Cecil Bronson,none,51,Danielhaven,Mackfurt,SUV,Enterprise,5.0,177.0,Prepaid,Confirmed,3000.0,4017.0
122332,1213,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,09-10-2020,Hotel BW,Campo Grande (MS),4,60.39,241.56,09-10-2020,Umbrella LTDA,Cecil Bronson,none,51,Hallport,South Michele,Luxury,Hertz,3.0,50.0,Full-to-Full,Confirmed,2277.0,3375.88
122481,1214,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,12-10-2020,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12-10-2020,Umbrella LTDA,Lydia Goff,female,28,Port Trevor,Torreston,Luxury,Avis,3.0,499.0,Prepaid,Cancelled,11280.0,11985.2
122493,1214,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,03-04-2021,Hotel AU,Recife (PE),4,312.83,1251.32,03-04-2021,Umbrella LTDA,Lydia Goff,female,28,Lake Colin,Kristinefort,Luxury,Avis,5.0,196.0,Prepaid,Confirmed,5480.0,7426.62
122509,1214,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,06/24/2021,Hotel Z,Aracaju (SE),2,208.04,416.08,06/24/2021,Umbrella LTDA,Lydia Goff,female,28,Nathanside,Littleberg,Sedan,Budget,2.0,153.0,Full-to-Full,Cancelled,2011.0,3246.49
122522,1214,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,09/23/2021,Hotel BP,Brasilia (DF),2,247.62,495.24,09/23/2021,Umbrella LTDA,Lydia Goff,female,28,Luishaven,North Ryan,Sedan,Enterprise,2.0,201.0,Prepaid,Pending,2496.0,3546.25
122531,1214,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,11/25/2021,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11/25/2021,Umbrella LTDA,Lydia Goff,female,28,Paulfurt,South Jonathanside,Sedan,Hertz,4.0,495.0,Full-to-Full,Pending,5576.0,6387.59
122594,1215,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,04-09-2020,Hotel BW,Campo Grande (MS),1,60.39,60.39,04-09-2020,Umbrella LTDA,Zoe Ruiz,female,24,Port Rhonda,East Brandon,Hatchback,Budget,3.0,321.0,Prepaid,Pending,2930.0,3939.97
122603,1215,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,06-11-2020,Hotel AF,Sao Paulo (SP),4,139.1,556.4,06-11-2020,Umbrella LTDA,Zoe Ruiz,female,24,Port Justin,Port Theresa,Sedan,Avis,5.0,445.0,Prepaid,Cancelled,5150.0,6445.2
122613,1215,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,08/20/2020,Hotel K,Salvador (BH),3,263.41,790.23,08/20/2020,Umbrella LTDA,Zoe Ruiz,female,24,Aaronstad,New Mirandaport,Hatchback,Enterprise,3.0,157.0,Partial,Cancelled,1628.0,3786.11
122645,1216,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,03/26/2020,Hotel K,Salvador (BH),4,263.41,1053.64,03/26/2020,Umbrella LTDA,Lois Robins,none,42,Valeriefurt,Lake Linda,Sedan,Sixt,3.0,497.0,Prepaid,Confirmed,5496.0,7861.02
122726,1217,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,03/26/2020,Hotel Z,Aracaju (SE),3,208.04,624.12,03/26/2020,Umbrella LTDA,Paul Canter,none,24,Lindsayberg,New Karenport,Luxury,Budget,5.0,236.0,Prepaid,Pending,6290.0,8162.82
122784,1218,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,12/19/2019,Hotel BP,Brasilia (DF),1,247.62,247.62,12/19/2019,Umbrella LTDA,Casey Bring,none,65,South Johnberg,Johnstad,Luxury,Enterprise,2.0,485.0,Full-to-Full,Pending,10835.0,11719.13
122792,1218,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,02/13/2020,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,02/13/2020,Umbrella LTDA,Casey Bring,none,65,North Stephen,Desireebury,SUV,Enterprise,1.0,388.0,Full-to-Full,Confirmed,5169.0,6050.53
122792,1218,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,02/13/2020,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,02/13/2020,Umbrella LTDA,Casey Bring,none,65,Julianmouth,West Wandaburgh,Luxury,Sixt,1.0,489.0,Partial,Cancelled,10750.0,11631.53
122900,1218,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,03-10-2022,Hotel AU,Recife (PE),2,312.83,625.66,03-10-2022,Umbrella LTDA,Casey Bring,none,65,North Larryberg,Nicholaston,Sedan,Sixt,1.0,382.0,Prepaid,Cancelled,4229.0,5529.18
122943,1219,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,10/31/2019,Hotel BP,Brasilia (DF),4,247.62,990.48,10/31/2019,Umbrella LTDA,Brian Walker,male,26,South Christopherchester,East Elizabethview,Hatchback,Enterprise,1.0,88.0,Full-to-Full,Cancelled,965.0,2770.03
123016,1219,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,03/25/2021,Hotel K,Salvador (BH),3,263.41,790.23,03/25/2021,Umbrella LTDA,Brian Walker,male,26,Brownfort,East Ashleyland,SUV,Enterprise,3.0,393.0,Partial,Pending,5417.0,7518.61
123047,1219,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,10/28/2021,Hotel AF,Sao Paulo (SP),1,139.1,139.1,10/28/2021,Umbrella LTDA,Brian Walker,male,26,West Laura,Walterport,Luxury,Avis,5.0,476.0,Partial,Pending,11083.0,11649.01
123167,1220,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,08/26/2021,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/26/2021,Umbrella LTDA,Valerie Miller,none,36,East Nicholasland,Guerrafort,Luxury,Enterprise,3.0,198.0,Partial,Cancelled,5242.0,6387.38
123190,1220,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,02-03-2022,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,02-03-2022,Umbrella LTDA,Valerie Miller,none,36,Websterstad,Victoriaborough,Sedan,Sixt,5.0,367.0,Full-to-Full,Confirmed,4347.0,4992.6
123292,1221,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,06-11-2020,Hotel BD,Natal (RN),1,242.88,242.88,06-11-2020,Umbrella LTDA,Clifton Phillips,male,33,Dennisborough,Elizabethmouth,Sedan,Avis,2.0,390.0,Partial,Confirmed,4353.0,5944.67
